Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, SNR(db), Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
810, Hunger rattled its dry bones among the roasting chestnuts in the turned cylinder, and he rattled its dry but a man the roasting chestnuts in the fire cylinder, -0.00,  0.15, 610, 55.71,  0.999999,  0.09,  0.09, 0, 0, 
811, Hunger was shred into atomics in every farthing porringer of husky chips of potato fried with some reluctant drops of oil, and there was a shred into the tares in every farthing porringer of husky checks of potato fried with some reluctant throats of oil,  0.00,  0.14, 610, 55.71,  0.999999,  0.01,  0.01, 0, 0, 
812, Its abiding place was in all things fitted to it, his abiding place was in all things fitted to it, -0.00,  0.13, 30, 29.55,  0.999445, -0.05, -0.05, 0, 0, 
813, A narrow winding street full of offence and stench with other narrow winding streets diverging all peopled by rags and nightcaps, a narrow winding street full of the fence and spent with other narrow winding streets diverging all peopled by red and night gates, -0.00,  0.15, 610, 55.72,  0.999999, -0.00, -0.00, 0, 0, 
814, and all smelling of rags and nightcaps and all visible things with a brooding look upon them that looked ill, and all smelling of red and night cakes and all visible things with the brutingookuponthemthatlooked ill,  0.00,  0.15, 610, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
815, In the hunted air of the people there was yet some wild beast thought of the possibility of turning at bay, in the hunt are of the people there was yet some wild beasts thought of the possibility of turning at bay,  0.00,  0.14, 610, 55.69,  0.999999, -0.04, -0.04, 0, 0, 
816, Depressed and slinking though they were eyes of fire were not wanting among them, depressed then slinking though they were is a fire were not wanting among them,  0.00,  0.15, 610, 55.69,  0.999999, -0.05, -0.05, 0, 0, 
817, nor compressed lips white with what they suppressed nor foreheads knitted into the likeness of the gallows rope they mused about enduring or inflicting, nor confessedly life with what they suppressed nor foreheads lived into the likeness of the gallows road they used the boutinveringorinfuliting,  0.00,  0.15, 610, 55.72,  0.999999,  0.00,  0.00, 0, 0, 
818, The trade signs and they were almost as many as the shops were all grim illustrations of Want, the trade signs and they were almost as many as the shops were all gremelessstracons of want,  0.00,  0.15, 610, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
819, The butcher and the porkman painted up only the leanest scrags of meat, the butter and the poor man taineeotthenlegalinestscratsof meat, -0.00,  0.15, 610, 55.69,  0.999999, -0.03, -0.03, 0, 0, 
820, the baker the coarsest of meagre loaves, the baker the courses of meager loa, -0.00,  0.14, 610, 55.70,  0.999999,  0.12,  0.12, 0, 0, 
821, The people rudely pictured as drinking in the wine shops croaked over their scanty measures of thin wine and beer, the people who we could servesterinetingin the wine shops croaked over their standy measures of the wine and beer, -0.00,  0.15, 610, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
822, and were gloweringly confidential together, and were growingly confidential together,  0.00,  0.15, 170, 44.59,  0.999983, -0.01, -0.01, 0, 0, 
823, Nothing was represented in a flourishing condition save tools and weapons, nothing was represented in a flourish in condition safe to o and weapons, -0.00,  0.14, 610, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
824, but the cutler's knives and axes were sharp and bright, but the cutler's knives and axes were sharp in bright,  0.00,  0.13, 310, 49.84,  0.999995, -0.05, -0.05, 0, 0, 
825, the smith's hammers were heavy and the gunmaker's stock was murderous, the smith's hammers were heavy and the ventitersstoghtwasmurderes, -0.00,  0.14, 610, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
826, The crippling stones of the pavement with their many little reservoirs of mud and water, the creeping stones of the pavement with their many wotareasersars of mother and water,  0.00,  0.15, 610, 55.70,  0.999999, -0.02, -0.02, 0, 0, 
827, had no footways but broke off abruptly at the doors, had no foot lace but throw off a gravely at the doors, -0.00,  0.14, 610, 55.73,  0.999999,  0.05,  0.05, 0, 0, 
828, The kennel to make amends ran down the middle of the street when it ran at all, the kennel to make amends ran down the middle of the street when he ran at all, -0.00,  0.14, 590, 55.41,  0.999999,  0.05,  0.05, 0, 0, 
829, which was only after heavy rains and then it ran by many eccentric fits into the houses, with was only after heavy rains and then it ran by many eccentric fits into the houses, -0.00,  0.14, 490, 53.84,  0.999998, -0.02, -0.02, 0, 0, 
830, Across the streets at wide intervals one clumsy lamp was slung by a rope and pulley at night, across the streets at wide intervals when flunsylampwisslumbyaroadandflyatnight, -0.00,  0.14, 610, 55.71,  0.999999,  0.12,  0.12, 0, 0, 
831, when the lamplighter had let these down and lighted and hoisted them again, when the lamp flier had left these down and lighted and voiced them again,  0.00,  0.15, 610, 55.73,  0.999999, -0.07, -0.07, 0, 0, 
832, a feeble grove of dim wicks swung in a sickly manner overhead as if they were at sea, a feeble grove of dim with wine in a singly manner overhead as if they were at,  0.00,  0.15, 610, 55.74,  0.999999,  0.03,  0.03, 0, 0, 
833, Indeed they were at sea and the ship and crew were in peril of tempest, in the they were at sea and the shape and power in peril of tempest,  0.00,  0.15, 610, 55.74,  0.999999,  0.04,  0.04, 0, 0, 
834, For the time was to come when the gaunt scarecrows of that region should have watched the lamplighter, for the time was to come when the bump their prows of the greed and so the lots the lambflihter,  0.00,  0.14, 610, 55.69,  0.999999, -0.04, -0.04, 0, 0, 
835, in their idleness and hunger so long as to conceive the idea of improving on his method, in their idleness and hunger so long as to conceive the idea of improving on his methods, -0.00,  0.15, 150, 43.54,  0.999978, -0.03, -0.03, 0, 0, 
836, and hauling up men by those ropes and pulleys to flare upon the darkness of their condition, and falling up men by those roads and pleased to flare upon the darkness of their condition, -0.00,  0.14, 610, 55.70,  0.999999, -0.00, -0.00, 0, 0, 
837, But the time was not come yet and every wind that blew over France shook the rags of the scarecrows in vain, but the time was not come yet and every wind that blew over france shook the rats of the sparrows in vain, -0.00,  0.14, 610, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
838, for the birds fine of song and feather took no warning, for the birds fine of son and father oh no warning, -0.00,  0.15, 610, 55.72,  0.999999,  0.03,  0.03, 0, 0, 
839, The wine shop was a corner shop better than most others in its appearance and degree, the wine shop was a corner soft better than most others in its apearance and degree,  0.00,  0.15, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
840, and the master of the wine shop had stood outside it in a yellow waistcoat and green breeches, and the master of the wine shop had stood outside it in a yellow waist o and three in breeches,  0.00,  0.14, 610, 55.68,  0.999999, -0.05, -0.05, 0, 0, 
841, looking on at the struggle for the lost wine, looking on it a struggle for the lost wine, -0.00,  0.14, 150, 43.55,  0.999978,  0.09,  0.09, 0, 0, 
842, It's not my affair said he with a final shrug of the shoulders, it is not my affair said he was a final shrug of the shoulders, -0.00,  0.14, 610, 55.71,  0.999999, -0.03, -0.03, 0, 0, 
843, The people from the market did it Let them bring another, the people from the market they did let them bring another, -0.00,  0.15, 610, 55.68,  0.999999,  0.04,  0.04, 0, 0, 
844, There his eyes happening to catch the tall joker writing up his joke he called to him across the way, there his eyes happening to catch the tall joker writing up his joy called to him across the way,  0.00,  0.14, 610, 55.73,  0.999999,  0.09,  0.09, 0, 0, 
845, Say then my Gaspard what do you do there, save then my gaspard what do you do there, -0.00,  0.15, 610, 55.70,  0.999999,  0.04,  0.04, 0, 0, 
846, The fellow pointed to his joke with immense significance as is often the way with his tribe, the fellow pointed to his child with immense significance as is often the way with his tribe,  0.00,  0.14, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
847, It missed its mark and completely failed, it miss its mark and completely failed, -0.00,  0.14, 110, 40.86,  0.999959, -0.04, -0.04, 0, 0, 
848, as is often the way with his tribe too, as is often the way with his tri to,  0.00,  0.14, 610, 55.67,  0.999999,  0.08,  0.08, 0, 0, 
849, Are you a subject for the mad hospital said the wine shop keeper crossing the road, are you assented for the mad hospital said the wine shop keeper crossing the road, -0.00,  0.14, 610, 55.69,  0.999999,  0.00,  0.00, 0, 0, 
850, and obliterating the jest with a handful of mud picked up for the purpose and smeared over it, and obliterating the jest with the handful of mudlytuht for the purpose and smear over i, -0.00,  0.14, 610, 55.73,  0.999999, -0.07, -0.07, 0, 0, 
851, Why do you write in the public streets, why do you ride in the public streets,  0.00,  0.15, 610, 55.74,  0.999999,  0.28,  0.28, 0, 0, 
852, Is there tell me thou is there no other place to write such words in, is there tell me down the stair no other place to write such words in,  0.00,  0.15, 610, 55.67,  0.999999, -0.02, -0.02, 0, 0, 
853, In his expostulation he dropped his cleaner hand perhaps accidentally perhaps not upon the joker's heart, in his expostulation he dropped his cleaner hand for had accidentally perhaps not upon the joker's heart, -0.00,  0.13, 70, 36.90,  0.999898,  0.01,  0.01, 0, 0, 
854, The joker rapped it with his own took a nimble spring upward, the joker rapped it with his own foot and nimble spring upward,  0.00,  0.14, 610, 55.72,  0.999999,  0.00,  0.00, 0, 0, 
855, and came down in a fantastic dancing attitude with one of his stained shoes jerked off his foot into his hand and held out, and came down in a fantastic dancing out of it with one of his tan shoes jerked off his foot into his hand and held out,  0.00,  0.13, 610, 55.70,  0.999999, -0.04, -0.04, 0, 0, 
856, A joker of an extremely not to say wolfishly practical character, until girl in extremely not to say o f isly practical carried,  0.00,  0.14, 610, 55.70,  0.999999,  0.01,  0.01, 0, 0, 
857, he looked under those circumstances, he was under those circumstances,  0.00,  0.13, 610, 55.71,  0.999999,  0.08,  0.08, 0, 0, 
858, he wiped his soiled hand upon the joker's dress such as it was quite deliberately, he wiped his loyal hand upon the joker's dress up as it was light the literately, -0.00,  0.14, 610, 55.74,  0.999999,  0.01,  0.01, 0, 0, 
859, as having dirtied the hand on his account and then recrossed the road and entered the wine shop, as having very the hand on his account and then recrossed the road and entered the wine shop, -0.00,  0.14, 610, 55.71,  0.999999,  0.07,  0.07, 0, 0, 
860, This wine shop keeper was a bull necked martial looking man of thirty, this wine shop keeper was a bull neck marsa looking man of thirty, -0.00,  0.15, 610, 55.67,  0.999999,  0.02,  0.02, 0, 0, 
861, and he should have been of a hot temperament for although it was a bitter day, and he so have been of the heart temperament for although it was a bitter day, -0.00,  0.14, 610, 55.71,  0.999999, -0.05, -0.05, 0, 0, 
862, he wore no coat but carried one slung over his shoulder, he wore no coat a carried when lem over his shoulder, -0.00,  0.15, 610, 55.71,  0.999999,  0.00,  0.00, 0, 0, 
863, His shirt sleeves were rolled up too, his serts leaps were little up to,  0.00,  0.14, 610, 55.76,  0.999999,  0.01,  0.01, 0, 0, 
864, and his brown arms were bare to the elbows, and his brown arms were there to the elbows,  0.00,  0.14, 90, 39.10,  0.999939, -0.15, -0.15, 0, 0, 
865, Neither did he wear anything more on his head than his own crisply curling short dark hair, neither did he wear anything more in his head than his own crisply curling short dark hair,  0.00,  0.15, 390, 51.83,  0.999997, -0.03, -0.03, 0, 0, 
866, He was a dark man altogether with good eyes and a good bold breadth between them, he was a dark man altogether with good eyes and a good but bread between them,  0.00,  0.15, 610, 55.68,  0.999999,  0.05,  0.05, 0, 0, 
867, Good humoured looking on the whole but implacable looking too, good humor looking on the whole but implacable looking too, -0.00,  0.15, 610, 55.75,  0.999999, -0.02, -0.02, 0, 0, 
868, evidently a man of a strong resolution and a set purpose, evenly a man of a strong resolution in the set purpose,  0.00,  0.14, 610, 55.75,  0.999999,  0.01,  0.01, 0, 0, 
869, a man not desirable to be met rushing down a narrow pass with a gulf on either side for nothing would turn the man, a man not desirable to be met rushing down the narrow pass with the bell on either side for nothing we turned the man,  0.00,  0.15, 610, 55.69,  0.999999, -0.04, -0.04, 0, 0, 
870, Madame Defarge his wife sat in the shop behind the counter as he came in, madame defarge his wife sat in the sole hind the counter as he came at,  0.00,  0.14, 50, 33.96,  0.999799,  0.03,  0.03, 0, 0, 
871, Madame Defarge was a stout woman of about his own age with a watchful eye that seldom seemed to look at anything, madame defarge was astounfulaminoftaboutisonate with a watch fili that seldom seemed to look at anything, -0.00,  0.15, 610, 55.74,  0.999999, -0.01, -0.01, 0, 0, 
872, a large hand heavily ringed a steady face strong features and great composure of manner, a large hand heavily ringed a steady face strong features and brave composure of manner, -0.00,  0.15, 70, 36.90,  0.999898,  0.04,  0.04, 0, 0, 
873, There was a character about Madame Defarge from which one might have predicated, there was a carried through that madame defarge from which we might have predicated,  0.00,  0.14, 610, 55.73,  0.999999,  0.03,  0.03, 0, 0, 
874, that she did not often make mistakes against herself in any of the reckonings over which she presided, that he did not often make mistakes against herself in any of the reckonings over which she presided, -0.00,  0.14, 610, 55.75,  0.999999, -0.09, -0.09, 0, 0, 
875, Madame Defarge being sensitive to cold was wrapped in fur, madame defarge being sensitive to cold was rat in for,  0.00,  0.14, 610, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
876, and had a quantity of bright shawl twined about her head, and had at once i e of bright salt wind about her head,  0.00,  0.14, 610, 55.70,  0.999999,  0.09,  0.09, 0, 0, 
877, though not to the concealment of her large earrings, the lot of the concealment of her large earrings, -0.00,  0.15, 30, 29.56,  0.999446, -0.02, -0.02, 0, 0, 
878, Her knitting was before her but she had laid it down to pick her teeth with a toothpick, her anything was before her but she had laid it down to keep her teeth with a tooth pick, -0.00,  0.13, 610, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
879, Thus engaged with her right elbow supported by her left hand, thus engaged with her red elbows supported by her left hand, -0.00,  0.13, 610, 55.73,  0.999999,  0.03,  0.03, 0, 0, 
880, Madame Defarge said nothing when her lord came in but coughed just one grain of cough, madame defarge said nothing when her lord came in but cough just win brain of co, -0.00,  0.15, 610, 55.72,  0.999999,  0.03,  0.03, 0, 0, 
881, This in combination with the lifting of her darkly defined eyebrows over her toothpick by the breadth of a line, this in combination with the lifting of her darkly defying i grows over her tooth bed by the breadth of the line,  0.00,  0.14, 610, 55.70,  0.999999,  0.06,  0.06, 0, 0, 
882, suggested to her husband that he would do well to look round the shop among the customers, suggested to her husband that he would do well to it round the shop and on the customers,  0.00,  0.13, 610, 55.76,  0.999999, -0.09, -0.09, 0, 0, 
883, for any new customer who had dropped in while he stepped over the way, for any new customer who had dropped in while his step over the way, -0.00,  0.15, 610, 55.66,  0.999999, -0.04, -0.04, 0, 0, 
884, The wine shop keeper accordingly rolled his eyes about, the wine softkepergordinglyrolehis eyes about,  0.00,  0.15, 150, 43.54,  0.999978, -0.04, -0.04, 0, 0, 
885, until they rested upon an elderly gentleman and a young lady, and though they rested upon the elderly gentleman and the young lady,  0.00,  0.16, 610, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
886, who were seated in a corner, we were seated in a corner, -0.00,  0.15, 610, 55.77,  0.999999, -0.12, -0.12, 0, 0, 
887, Other company were there two playing cards two playing dominoes three standing by the counter lengthening out a short supply of wine, other company were there to playing parts to playing dominoes three standing by the pound or lengthening out a short supply of wine, -0.00,  0.15, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
888, As he passed behind the counter he took notice that the elderly gentleman said in a look to the young lady, as he passed behind the counter he took notice that the elderly gentleman said in o t to the young lady,  0.00,  0.14, 610, 55.68,  0.999999,  0.23,  0.23, 0, 0, 
889, This is our man What the devil do you do in that galley there said Monsieur Defarge to himself, this is our man what the devil do you do in the galley there said miss er defarge to himself,  0.00,  0.15, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
890, I don't know you But he feigned not to notice the two strangers, i don't know you but i ain't not to notice the two strangers, -0.00,  0.15, 610, 55.68,  0.999999,  0.02,  0.02, 0, 0, 
891, and fell into discourse with the triumvirate of customers who were drinking at the counter, and fell into this course with the triunherthefcustomerswhoeredranking at the counter,  0.00,  0.14, 610, 55.70,  0.999999, -0.02, -0.02, 0, 0, 
892, How goes it Jacques said one of these three to Monsieur Defarge, and those i o sad in of these three to miss er de farge, -0.00,  0.14, 610, 55.69,  0.999999,  0.03,  0.03, 0, 0, 
893, Is all the spilt wine swallowed Every drop Jacques answered Monsieur Defarge, is all the spilt wine swallowed every drop shock answered miss er defarge,  0.00,  0.15, 610, 55.68,  0.999999,  0.01,  0.01, 0, 0, 
894, When this interchange of Christian name was effected, when this entertain of christian name was effected,  0.00,  0.14, 610, 55.68,  0.999999, -0.03, -0.03, 0, 0, 
895, Madame Defarge picking her teeth with her toothpick, madame defarge liking her teeth with her to stick,  0.00,  0.13, 610, 55.68,  0.999999, -0.04, -0.04, 0, 0, 
896, coughed another grain of cough and raised her eyebrows by the breadth of another line, of another grain of cough and raised her brows by the breadth of another line, -0.00,  0.14, 610, 55.74,  0.999999, -0.02, -0.02, 0, 0, 
897, It is not often said the second of the three addressing Monsieur Defarge, it is not often said the second of the three addressing mister defarge,  0.00,  0.14, 610, 55.69,  0.999999,  0.02,  0.02, 0, 0, 
898, that many of these miserable beasts know the taste of wine, that many of these mislilbeasts now the taste of flying,  0.00,  0.14, 30, 29.55,  0.999446,  0.29,  0.29, 0, 0, 
899, or of anything but black bread and death, or anything but left bretindire, -0.00,  0.15, 610, 55.69,  0.999999,  0.00,  0.00, 0, 0, 
900, At this second interchange of the Christian name, at this second entertains of the christian name,  0.00,  0.13, 50, 34.09,  0.999805, -0.02, -0.02, 0, 0, 
901, Madame Defarge still using her toothpick with profound composure coughed another grain of cough, madame defarge still using her tooth be with grow found composure coughed another grain of pot,  0.00,  0.14, 610, 55.73,  0.999999,  0.05,  0.05, 0, 0, 
902, and raised her eyebrows by the breadth of another line, and raised her i grows by the breadth of another line,  0.00,  0.13, 610, 55.70,  0.999999, -0.00, -0.00, 0, 0, 
903, The last of the three now said his say as he put down his empty drinking vessel and smacked his lips, the last of the three now said his say as he put down his empty drinking vessel and smith his legs, -0.00,  0.14, 610, 55.69,  0.999999, -0.10, -0.10, 0, 0, 
904, Ah So much the worse A bitter taste it is that such poor cattle always have in their mouths, as the much the worse of beer taste it is that such poor cat along ways have in their mouths,  0.00,  0.14, 610, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
905, and hard lives they live Jacques, and hard life they live shock, -0.00,  0.14, 610, 55.69,  0.999999, -0.06, -0.06, 0, 0, 
906, Am I right Jacques You are right, i my rights or you are right,  0.00,  0.15, 610, 55.74,  0.999999, -0.03, -0.03, 0, 0, 
907, Jacques was the response of Monsieur Defarge, that was the response of misseurdyfarge,  0.00,  0.13, 610, 55.69,  0.999999,  0.03,  0.03, 0, 0, 
908, This third interchange of the Christian name was completed at the moment when Madame Defarge put her toothpick, this third in certain of the christian name was completed at the moment when madame defarge put her to the big, -0.00,  0.14, 610, 55.67,  0.999999, -0.01, -0.01, 0, 0, 
909, by kept her eyebrows up and slightly rustled in her seat, by cap for i grows up and slightly rustled in her seat,  0.00,  0.14, 610, 55.75,  0.999999, -0.06, -0.06, 0, 0, 
910, Hold then True muttered her husband, hole in through mother her husband, -0.00,  0.14, 610, 55.62,  0.999999, -0.02, -0.02, 0, 0, 
911, Gentlemen my wife The three customers pulled off their hats to Madame Defarge with three flourishes, gentlemen my wife the free customers pulled off their hats to madame defarge with three flourishes, -0.00,  0.14, 530, 54.47,  0.999998,  0.06,  0.06, 0, 0, 
912, She acknowledged their homage by bending her head and giving them a quick look, she had knowledge their lame by bending her head and giving them a trick look,  0.00,  0.14, 610, 55.70,  0.999999, -0.06, -0.06, 0, 0, 
913, Then she glanced in a casual manner round the wine shop, then she glanced in a casual manner round the wine soft,  0.00,  0.14, 90, 39.05,  0.999938, -0.08, -0.08, 0, 0, 
914, took up her knitting with great apparent calmness and repose of spirit and became absorbed in it, to the permitting with great apparent calmness and repose of spirit and became absorbed in it,  0.00,  0.14, 610, 55.68,  0.999999, -0.09, -0.09, 0, 0, 
915, Gentlemen said her husband who had kept his bright eye observantly upon her, simplement said her husband he had kept his bride eye observantly a conver,  0.00,  0.14, 610, 55.71,  0.999999,  0.07,  0.07, 0, 0, 
916, good day The chamber furnished bachelor fashion, to day i can be furnished bachelor fashion,  0.00,  0.13, 610, 55.71,  0.999999,  0.06,  0.06, 0, 0, 
917, that you wished to see and were inquiring for when I stepped out is on the fifth floor, that you wished to see and werrinplyringforwhen i stepped out is on the fifth floor,  0.00,  0.14, 610, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
918, The doorway of the staircase gives on the little courtyard close to the left here, that door lay of the staircase gives on the little court lark close to the left here,  0.00,  0.14, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
919, pointing with his hand near to the window of my establishment, pointing with his hand near to the window of mist habilishment, -0.00,  0.14, 70, 36.94,  0.999899,  0.04,  0.04, 0, 0, 
920, But now that I remember one of you has already been there and can show the way, but now that i remember when the few has already been there and can show the way,  0.00,  0.15, 610, 55.74,  0.999999, -0.00, -0.00, 0, 0, 
921, Gentlemen adieu They paid for their wine and left the place, gentlemen of to the cave for their wine and left the place, -0.00,  0.15, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
922, The eyes of Monsieur Defarge were studying his wife at her knitting when the elderly gentleman advanced from his corner, the eyes of miss er defarge were studying his wife at her knitting when the elderly gentleman advanced from his corner, -0.00,  0.15, 610, 55.72,  0.999999, -0.09, -0.09, 0, 0, 
923, and begged the favour of a word Willingly, and beg the favor of the word willingly, -0.00,  0.15, 610, 55.73,  0.999999, -0.04, -0.04, 0, 0, 
924, and quietly stepped with him to the door, and lily step with into the door,  0.00,  0.13, 610, 55.72,  0.999999, -0.00, -0.00, 0, 0, 
925, Their conference was very short but very decided, there confers was very short but very decided,  0.00,  0.13, 450, 53.11,  0.999998, -0.06, -0.06, 0, 0, 
926, Almost at the first word Monsieur Defarge started and became deeply attentive, almost at the first word missyeardefarestartedandbecamedeelyattentive, -0.00,  0.14, 610, 55.66,  0.999999,  0.03,  0.03, 0, 0, 
927, It had not lasted a minute when he nodded and went out, he had not left in the minuelendynodithanblentous,  0.00,  0.14, 10, 19.97,  0.994994, -0.01, -0.01, 0, 0, 
928, The gentleman then beckoned to the young lady and they too went out, the gentleman then beckoned to the young lady and the two went out, -0.00,  0.15, 610, 55.71,  0.999999, -0.03, -0.03, 0, 0, 
929, Madame Defarge knitted with nimble fingers and steady eyebrows, madame defarge niti with nimble fingers and steady eye grows,  0.00,  0.14, 610, 55.66,  0.999999, -0.05, -0.05, 0, 0, 
930, and saw nothing Mr Jarvis Lorry and Miss Manette emerging from the wine shop, and so nothing mister jarvis lorry and miss mitenetimergingfrom the wine shop, -0.00,  0.15, 610, 55.70,  0.999999, -0.04, -0.04, 0, 0, 
931, thus joined Monsieur Defarge in the doorway to which he had directed his own company just before, thus doing mister defarge in the door later with he had the rected his own company just befor,  0.00,  0.15, 610, 55.76,  0.999999, -0.02, -0.02, 0, 0, 
932, It opened from a stinking little black courtyard, to and from a thinking little black court lar,  0.00,  0.15, 610, 55.74,  0.999999,  0.05,  0.05, 0, 0, 
933, and was the general public entrance to a great pile of houses inhabited by a great number of people, and was the general ugly entrance to a great pile of houses inhabited by a great number of people, -0.00,  0.14, 590, 55.42,  0.999999, -0.04, -0.04, 0, 0, 
934, In the gloomy tile paved entry to the gloomy tile paved staircase, in the gloomy tile hat and three to the gloomy tile tate staircase, -0.00,  0.14, 70, 36.89,  0.999898,  0.00,  0.00, 0, 0, 
935, Monsieur Defarge bent down on one knee to the child of his old master and put her hand to his lips, miss er defarge bent down on when he is to the child of his old master and put her hands to his lips,  0.00,  0.14, 610, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
936, It was a gentle action but not at all gently done a very remarkable transformation had come over him in a few seconds, it was a gentle action but not at all gently done the very remarkable transformation had come over him in a few seconds,  0.00,  0.15, 510, 54.11,  0.999998,  0.05,  0.05, 0, 0, 
937, He had no good humour in his face nor any openness of aspect left but had become a secret angry dangerous man, he had no good humor in his face more any open as of vast pet left but had become a secret and great dangerous man,  0.00,  0.14, 610, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
938, It is very high it is a little difficult, it is very high this a little difficult,  0.00,  0.14, 610, 55.77,  0.999999,  0.36,  0.36, 0, 0, 
939, Better to begin slowly Thus Monsieur Defarge in a stern voice, better to begin slowly thus miss er defarge in a stern voice,  0.00,  0.14, 610, 55.72,  0.999999,  0.02,  0.02, 0, 0, 
940, to Mr Lorry as they began ascending the stairs, to mister lorry as they began the sending the stairs, -0.00,  0.15, 610, 55.68,  0.999999, -0.02, -0.02, 0, 0, 
941, Is he alone the latter whispered, is he a and the latter whispered, -0.00,  0.15, 50, 33.92,  0.999797,  0.01,  0.01, 0, 0, 
942, Alone God help him who should be with him said the other in the same low voice, a lumber held him he should be with him said the other in the same low voice, -0.00,  0.15, 610, 55.67,  0.999999,  0.01,  0.01, 0, 0, 
943, Is he always alone then Yes, is he always a lumen yes,  0.00,  0.16, 610, 55.76,  0.999999,  0.08,  0.08, 0, 0, 
944, Of his own desire Of his own necessity, his desire of his own necessity,  0.00,  0.14, 30, 29.53,  0.999443, -0.01, -0.01, 0, 0, 
945, As he was when I first saw him after they found me and demanded to know if I would take him, as he was when i first saw him after they found me and demanded to know if i will take him, -0.00,  0.14, 30, 29.57,  0.999449, -0.04, -0.04, 0, 0, 
946, and at my peril be discreet as he was then so he is now, and that my part by the free as he e e n so t is now,  0.00,  0.14, 10, 19.99,  0.995023, -0.03, -0.03, 0, 0, 
947, He is greatly changed, he is gravely changed, -0.00,  0.13, 50, 33.95,  0.999799,  0.10,  0.10, 0, 0, 
948, Changed The keeper of the wine shop stopped to strike the wall with his hand, and the taper the wine shop thought to strike the wall with his hand,  0.00,  0.13, 610, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
949, and mutter a tremendous curse, and muttered tremendous course,  0.00,  0.13, 610, 55.73,  0.999999, -0.01, -0.01, 0, 0, 
950, No direct answer could have been half so forcible, now the red lancer could have been half so force able,  0.00,  0.14, 610, 55.71,  0.999999,  0.05,  0.05, 0, 0, 
951, Mr Lorry's spirits grew heavier and heavier, mister lorry the its grew heavier and heavier,  0.00,  0.15, 230, 47.20,  0.999990,  0.03,  0.03, 0, 0, 
952, as he and his two companions ascended higher and higher, as he and his two companions ascended higher and fire,  0.00,  0.14, 610, 55.69,  0.999999, -0.06, -0.06, 0, 0, 
953, Such a staircase with its accessories in the older and more crowded parts of Paris, sutestarcase with its excess resin the older and more prone parts of parris,  0.00,  0.13, 610, 55.72,  0.999999, -0.04, -0.04, 0, 0, 
954, would be bad enough now but at that time it was vile indeed to unaccustomed and unhardened senses, would be bad enough now but at that time it was il indeed to unaccustomed and under than senses, -0.00,  0.14, 610, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
955, Every little habitation within the great foul nest of one high building that is to say, every little habitation within the great foul nest of won high gilding that is to say, -0.00,  0.15, 30, 29.55,  0.999446, -0.03, -0.03, 0, 0, 
956, the room or rooms within every door that opened on the general staircase left its own heap of refuse on its own landing, the room or rooms within every door that opened on the general staricase left its own heap of refuse on its own landing,  0.00,  0.15, 570, 55.09,  0.999998,  0.03,  0.03, 0, 0, 
957, besides flinging other refuse from its own windows, besides flinging other refuse from its windows, -0.00,  0.15, 30, 29.55,  0.999446,  0.02,  0.02, 0, 0, 
958, The uncontrollable and hopeless mass of decomposition so engendered would have polluted the air, the unconcealed table in hopeless mass of decomposition so engendered with have guided the air, -0.00,  0.15, 610, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
959, even if poverty and deprivation had not loaded it with their intangible impurities, even if poverty and differevation had not loaded it with their intensible impurities, -0.00,  0.14, 170, 44.57,  0.999983, -0.04, -0.04, 0, 0, 
960, the two bad sources combined made it almost insupportable, that the bad sources combined made it almost insupportable, -0.00,  0.15, 590, 55.44,  0.999999,  0.19,  0.19, 0, 0, 
961, Through such an atmosphere by a steep dark shaft of dirt and poison the way lay, who at an atmosphere by a steep dark shaft of third and poison the way la,  0.00,  0.13, 610, 55.73,  0.999999,  0.00,  0.00, 0, 0, 
962, Yielding to his own disturbance of mind and to his young companion's agitation, yielding to his own disturbance of mind and to his young companions aftertation,  0.00,  0.14, 70, 36.93,  0.999899, -0.01, -0.01, 0, 0, 
963, which became greater every instant Mr Jarvis Lorry twice stopped to rest, which became greater for instant mister jarvis lorry twice thought throues,  0.00,  0.15, 610, 55.65,  0.999999, -0.02, -0.02, 0, 0, 
