Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, L1NormNoise, L2NormNoise, LInfNormNoise, SNR(db),Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
837, But the time was not come yet and every wind that blew over France shook the rags of the scarecrows in vain, but the time was not come yet and every wind that blew over france shook the rats of the sparrows in vain, -0.00,  0.14, 610, 17.297387,  0.070311,  0.000968, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
838, for the birds fine of song and feather took no warning, for the birds fine of son and father oh no warning, -0.00,  0.15, 610, 10.014151,  0.055297,  0.001110, 55.71,  0.999999,  0.03,  0.03, 0, 0, 
839, The wine shop was a corner shop better than most others in its appearance and degree, the wine shop was a corner soft better than most others in its appearance and degree,  0.00,  0.15, 610, 13.880590,  0.065400,  0.001242, 55.69,  0.999999,  0.02,  0.02, 0, 0, 
840, and the master of the wine shop had stood outside it in a yellow waistcoat and green breeches, and the master of the wine shop had stood outside it in a yellow waist o and three in breeches,  0.00,  0.14, 610, 15.898768,  0.068516,  0.000960, 55.69,  0.999999, -0.05, -0.05, 0, 0, 
841, looking on at the struggle for the lost wine, looking on it a struggle for the lost wine, -0.00,  0.14, 70, 64.883282,  0.407568,  0.009571, 36.91,  0.999898,  0.09,  0.09, 0, 0, 
842, It's not my affair said he with a final shrug of the shoulders, it is not my affair said he was a final shrug of the shoulders, -0.00,  0.14, 610, 10.188435,  0.053962,  0.000949, 55.69,  0.999999, -0.03, -0.03, 0, 0, 
843, The people from the market did it Let them bring another, the people from the market they did let them bring another, -0.00,  0.15, 610,  9.131842,  0.052650,  0.001070, 55.73,  0.999999,  0.04,  0.04, 0, 0, 
844, There his eyes happening to catch the tall joker writing up his joke he called to him across the way, there his eyes happening to catch the tall joker writing up his joy called to him across the way,  0.00,  0.14, 610, 15.704192,  0.067305,  0.001026, 55.69,  0.999999,  0.09,  0.09, 0, 0, 
845, Say then my Gaspard what do you do there, save then my gaspard what do you do there, -0.00,  0.15, 610,  7.772511,  0.048491,  0.001001, 55.70,  0.999999,  0.04,  0.04, 0, 0, 
846, The fellow pointed to his joke with immense significance as is often the way with his tribe, the fellow pointed to his child with immense significance as is often the way with his tribe,  0.00,  0.14, 610, 13.845067,  0.062301,  0.001177, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
847, It missed its mark and completely failed, it miss its mark and completely failed, -0.00,  0.14, 210, 19.166116,  0.124321,  0.002624, 46.45,  0.999989, -0.04, -0.04, 0, 0, 
848, as is often the way with his tribe too, as is often the way with his tri to,  0.00,  0.14, 610,  6.817218,  0.044270,  0.001076, 55.69,  0.999999,  0.08,  0.08, 0, 0, 
849, Are you a subject for the mad hospital said the wine shop keeper crossing the road, are you assented for the mad hospital said the wine shop keeper crossing the road, -0.00,  0.14, 570, 14.299440,  0.066029,  0.001080, 55.09,  0.999998,  0.00,  0.00, 0, 0, 
850, and obliterating the jest with a handful of mud picked up for the purpose and smeared over it, and obliterating the jest with the handful of mudlytuht for the purpose and mere over, -0.00,  0.14, 610, 13.919799,  0.062681,  0.001003, 55.72,  0.999999,  0.01,  0.01, 0, 0, 
851, Why do you write in the public streets, why do you ride in the public streets,  0.00,  0.15, 610,  7.396355,  0.046870,  0.000984, 55.75,  0.999999,  0.28,  0.28, 0, 0, 
852, Is there tell me thou is there no other place to write such words in, is there tell me don is there no other place to write such words in,  0.00,  0.15, 610, 12.390262,  0.061410,  0.001019, 55.70,  0.999999,  0.03,  0.03, 0, 0, 
853, In his expostulation he dropped his cleaner hand perhaps accidentally perhaps not upon the joker's heart, in his expostulation he draw his cleaner hand for had sexhidentally perhaps not a on the joker's heart, -0.00,  0.13, 50, 216.351841,  0.853031,  0.011654, 33.97,  0.999799,  0.01,  0.01, 0, 0, 
854, The joker rapped it with his own took a nimble spring upward, the joker rapped it with his own foot and bible spring upward,  0.00,  0.14, 610,  9.361207,  0.051506,  0.000923, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
855, and came down in a fantastic dancing attitude with one of his stained shoes jerked off his foot into his hand and held out, and came down in a fantastic dancing out of it with one of his tan shoes jerked off his foot into his hand and held out,  0.00,  0.13, 610, 17.947819,  0.070268,  0.001063, 55.70,  0.999999, -0.04, -0.04, 0, 0, 
856, A joker of an extremely not to say wolfishly practical character, until girl in extremely not to say o f isly practical carried,  0.00,  0.14, 610, 12.495902,  0.060822,  0.001030, 55.71,  0.999999,  0.01,  0.01, 0, 0, 
857, he looked under those circumstances, he was under those circumstances,  0.00,  0.13, 610,  6.309241,  0.041153,  0.000957, 55.73,  0.999999,  0.08,  0.08, 0, 0, 
858, he wiped his soiled hand upon the joker's dress such as it was quite deliberately, he wiped his loyal hand upon the joker's dress up as it was twice deliberately, -0.00,  0.14, 610, 13.650507,  0.062145,  0.001042, 55.70,  0.999999,  0.04,  0.04, 0, 0, 
859, as having dirtied the hand on his account and then recrossed the road and entered the wine shop, as having very the hand on his account and then recrossed the road and entered the wine shop, -0.00,  0.14, 610, 14.015600,  0.063588,  0.001029, 55.70,  0.999999,  0.07,  0.07, 0, 0, 
860, This wine shop keeper was a bull necked martial looking man of thirty, this wine shop keeper was a bull neck marsa looking man of thirty, -0.00,  0.15, 610, 12.187951,  0.061753,  0.001021, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
861, and he should have been of a hot temperament for although it was a bitter day, and he so have been of the heart temperament for although it was a bitter day, -0.00,  0.14, 610, 11.226496,  0.057233,  0.001000, 55.68,  0.999999, -0.05, -0.05, 0, 0, 
862, he wore no coat but carried one slung over his shoulder, he wore no coat a carried when lem over his shoulder, -0.00,  0.15, 610, 10.599159,  0.057133,  0.000956, 55.69,  0.999999,  0.00,  0.00, 0, 0, 
863, His shirt sleeves were rolled up too, his serts leaps were little up to,  0.00,  0.14, 610,  6.214424,  0.042111,  0.001033, 55.68,  0.999999,  0.01,  0.01, 0, 0, 
864, and his brown arms were bare to the elbows, and his brown arms were there to the elbows,  0.00,  0.14, 130, 37.032747,  0.226615,  0.004544, 42.26,  0.999970, -0.15, -0.15, 0, 0, 
865, Neither did he wear anything more on his head than his own crisply curling short dark hair, neither did he wear anything more in his head than his own crisply curling short dark hair,  0.00,  0.15, 610, 16.017183,  0.070923,  0.001066, 55.72,  0.999999, -0.03, -0.03, 0, 0, 
866, He was a dark man altogether with good eyes and a good bold breadth between them, he was a dark man altogether with good eyes and a good boat bread between them,  0.00,  0.15, 610, 13.635894,  0.063890,  0.001154, 55.69,  0.999999, -0.05, -0.05, 0, 0, 
867, Good humoured looking on the whole but implacable looking too, good humour looking on the whole but implacable looking too, -0.00,  0.15, 610,  9.766747,  0.054310,  0.001060, 55.68,  0.999999, -0.02, -0.02, 0, 0, 
868, evidently a man of a strong resolution and a set purpose, even a man of a strong resolution in the set purpose,  0.00,  0.14, 610, 10.330649,  0.055455,  0.001026, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
869, a man not desirable to be met rushing down a narrow pass with a gulf on either side for nothing would turn the man, a man not desirable to be met rushing down the narrow pass with the bell on either side for nothing we turned the man,  0.00,  0.15, 610, 19.908896,  0.079083,  0.001114, 55.71,  0.999999, -0.04, -0.04, 0, 0, 
870, Madame Defarge his wife sat in the shop behind the counter as he came in, madame defarge his wife sat in the shelf behind the counter as he came in,  0.00,  0.14, 50, 149.435916,  0.724078,  0.013731, 33.98,  0.999800, -0.05, -0.05, 0, 0, 
871, Madame Defarge was a stout woman of about his own age with a watchful eye that seldom seemed to look at anything, madame defarge was a stounfulaminoftaboutisonatewithawatchfilithat seldom seemed to look at anything, -0.00,  0.15, 610, 18.614926,  0.075138,  0.001091, 55.68,  0.999999,  0.06,  0.06, 0, 0, 
872, a large hand heavily ringed a steady face strong features and great composure of manner, a large hand heavily ringed a steady face strong features and brave fromposure of manner, -0.00,  0.15, 150, 60.760834,  0.272559,  0.004158, 43.50,  0.999978, -0.04, -0.04, 0, 0, 
873, There was a character about Madame Defarge from which one might have predicated, there was a carried through that madame defarge from which we might have predicated,  0.00,  0.14, 610, 13.598625,  0.063154,  0.001144, 55.72,  0.999999,  0.03,  0.03, 0, 0, 
874, that she did not often make mistakes against herself in any of the reckonings over which she presided, that he the not often make mistakes against herself in any of the reckonings over which she presided, -0.00,  0.14, 610, 16.199084,  0.068711,  0.001009, 55.68,  0.999999,  0.00,  0.00, 0, 0, 
875, Madame Defarge being sensitive to cold was wrapped in fur, madame defarge being sensitive to cold was rat in for,  0.00,  0.14, 610,  9.772665,  0.052347,  0.000930, 55.74,  0.999999,  0.01,  0.01, 0, 0, 
876, and had a quantity of bright shawl twined about her head, and had at once i e of bright salt wind about her head,  0.00,  0.14, 610,  9.970913,  0.053928,  0.001007, 55.71,  0.999999,  0.09,  0.09, 0, 0, 
877, though not to the concealment of her large earrings, the lot of the concealment of her large earrings, -0.00,  0.15, 30, 177.231469,  1.043204,  0.021589, 29.56,  0.999447, -0.02, -0.02, 0, 0, 
878, Her knitting was before her but she had laid it down to pick her teeth with a toothpick, her anything was before her but she had laid it down to pick her teeth with a tooth pick, -0.00,  0.13, 610, 12.679916,  0.059091,  0.001038, 55.75,  0.999999, -0.00, -0.00, 0, 0, 
879, Thus engaged with her right elbow supported by her left hand, thus engaged with her red elbows supported by her left hand, -0.00,  0.13, 610,  9.525877,  0.050864,  0.000947, 55.75,  0.999999,  0.03,  0.03, 0, 0, 
880, Madame Defarge said nothing when her lord came in but coughed just one grain of cough, madame defarge said nothing when her lord came in but cough just when brain of cot, -0.00,  0.15, 610, 15.052017,  0.067631,  0.001009, 55.70,  0.999999, -0.03, -0.03, 0, 0, 
881, This in combination with the lifting of her darkly defined eyebrows over her toothpick by the breadth of a line, this in combination with the lifting of her darkly defying i grows over her tooth be by the breadth of the line,  0.00,  0.14, 610, 17.018515,  0.070303,  0.000998, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
882, suggested to her husband that he would do well to look round the shop among the customers, said jested to her husband that he would do well to it round the shop and on the customers,  0.00,  0.13, 610, 12.995335,  0.059844,  0.000962, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
883, for any new customer who had dropped in while he stepped over the way, for any new customer who had dropped in while his step over the way, -0.00,  0.15, 610, 11.608484,  0.059853,  0.001114, 55.69,  0.999999, -0.04, -0.04, 0, 0, 
884, The wine shop keeper accordingly rolled his eyes about, the wine softkeapercordinglyroledhis eyes about,  0.00,  0.15, 110, 55.874438,  0.308319,  0.006140, 40.83,  0.999959, -0.01, -0.01, 0, 0, 
885, until they rested upon an elderly gentleman and a young lady, and then they rested upon the elderly gentleman and the young lady,  0.00,  0.16, 610, 11.410731,  0.061180,  0.001128, 55.73,  0.999999,  0.02,  0.02, 0, 0, 
886, who were seated in a corner, we were seated in a corner, -0.00,  0.15, 610,  5.208040,  0.039849,  0.001053, 55.71,  0.999999, -0.12, -0.12, 0, 0, 
887, Other company were there two playing cards two playing dominoes three standing by the counter lengthening out a short supply of wine, other company were there to playing parts to playing dominoes three standing by the pound or lengthening out a short supply of wine, -0.00,  0.15, 610, 22.274844,  0.082901,  0.001091, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
888, As he passed behind the counter he took notice that the elderly gentleman said in a look to the young lady, as he passed behind the counter he took notice that the elderly gentleman said in o it to the young lady,  0.00,  0.14, 610, 18.094250,  0.073532,  0.001035, 55.67,  0.999999,  0.01,  0.01, 0, 0, 
889, This is our man What the devil do you do in that galley there said Monsieur Defarge to himself, this is our man what the devil do you do in the galley there said miss er defarge to himself,  0.00,  0.15, 610, 15.217709,  0.067949,  0.001123, 55.69,  0.999999,  0.02,  0.02, 0, 0, 
890, I don't know you But he feigned not to notice the two strangers, i don't know you but i ain't not to notice the two strangers, -0.00,  0.15, 610, 10.742547,  0.056719,  0.001112, 55.73,  0.999999,  0.02,  0.02, 0, 0, 
891, and fell into discourse with the triumvirate of customers who were drinking at the counter, and fell into this course with the triune the customers who were drinking at the counter,  0.00,  0.14, 610, 13.882950,  0.062688,  0.000990, 55.77,  0.999999, -0.02, -0.02, 0, 0, 
892, How goes it Jacques said one of these three to Monsieur Defarge, and those i o sad in of these three to miss er defarge, -0.00,  0.14, 610,  9.304851,  0.050980,  0.000994, 55.66,  0.999999, -0.01, -0.01, 0, 0, 
893, Is all the spilt wine swallowed Every drop Jacques answered Monsieur Defarge, is all the spilt wine swallowed every drop shock answered miss er defarge,  0.00,  0.15, 610, 13.344604,  0.063391,  0.001160, 55.73,  0.999999,  0.01,  0.01, 0, 0, 
894, When this interchange of Christian name was effected, when this entertain of christian name was effected,  0.00,  0.14, 610,  8.298008,  0.048763,  0.000982, 55.69,  0.999999, -0.03, -0.03, 0, 0, 
895, Madame Defarge picking her teeth with her toothpick, madame defarge liking her teeth with her to stick,  0.00,  0.13, 610,  8.014832,  0.046136,  0.000875, 55.71,  0.999999, -0.04, -0.04, 0, 0, 
896, coughed another grain of cough and raised her eyebrows by the breadth of another line, cast another grain of cough and raised her lie brows by the breadth of another line, -0.00,  0.14, 610, 12.961991,  0.060953,  0.001038, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
897, It is not often said the second of the three addressing Monsieur Defarge, it is not often said the second of the three addressing mister defarge,  0.00,  0.14, 610, 11.335038,  0.056994,  0.000986, 55.68,  0.999999,  0.02,  0.02, 0, 0, 
898, that many of these miserable beasts know the taste of wine, that many of these mislivlgeasts now to taste the fling,  0.00,  0.14, 30, 201.913697,  1.094365,  0.023225, 29.50,  0.999439,  0.01,  0.01, 0, 0, 
899, or of anything but black bread and death, or anything but left bretinxire, -0.00,  0.15, 610,  7.060890,  0.046350,  0.001075, 55.68,  0.999999, -0.01, -0.01, 0, 0, 
900, At this second interchange of the Christian name, this second interchange of the christian name,  0.00,  0.13, 70, 63.429389,  0.386919,  0.007946, 36.89,  0.999898,  0.00,  0.00, 0, 0, 
901, Madame Defarge still using her toothpick with profound composure coughed another grain of cough, madame defarge still using her tooth be with grow found composure coughed another grain of pot,  0.00,  0.14, 610, 16.395011,  0.069107,  0.001100, 55.72,  0.999999,  0.05,  0.05, 0, 0, 
902, and raised her eyebrows by the breadth of another line, and raised her lie grows by the breadth of another line,  0.00,  0.13, 610,  8.360970,  0.048003,  0.000926, 55.75,  0.999999, -0.03, -0.03, 0, 0, 
903, The last of the three now said his say as he put down his empty drinking vessel and smacked his lips, the last of the three now said his say as he put down his empty drinking vessel and smith his legs, -0.00,  0.14, 610, 15.496354,  0.065606,  0.001038, 55.73,  0.999999, -0.10, -0.10, 0, 0, 
904, Ah So much the worse A bitter taste it is that such poor cattle always have in their mouths, as the much the worse of beer taste it is that such poor cat along ways have in their mouths,  0.00,  0.14, 610, 14.472534,  0.064941,  0.001020, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
905, and hard lives they live Jacques, and hard life they led shock, -0.00,  0.14, 610,  5.647943,  0.040906,  0.001020, 55.67,  0.999999, -0.04, -0.04, 0, 0, 
906, Am I right Jacques You are right, i my rights or you are right,  0.00,  0.15, 610,  6.426219,  0.044957,  0.001234, 55.69,  0.999999, -0.03, -0.03, 0, 0, 
907, Jacques was the response of Monsieur Defarge, that was the response of misseurdyfarge,  0.00,  0.13, 610,  7.634036,  0.045517,  0.001025, 55.71,  0.999999,  0.03,  0.03, 0, 0, 
908, This third interchange of the Christian name was completed at the moment when Madame Defarge put her toothpick, this third interchange of the christian name was completed at the moment when madame defarge put her to the big, -0.00,  0.14, 610, 16.880606,  0.069254,  0.001045, 55.67,  0.999999, -0.01, -0.01, 0, 0, 
909, by kept her eyebrows up and slightly rustled in her seat, by cap for i grows up and slightly rustled in her seat,  0.00,  0.14, 610, 10.446334,  0.054724,  0.001050, 55.69,  0.999999, -0.06, -0.06, 0, 0, 
910, Hold then True muttered her husband, hole in through mother her husband, -0.00,  0.14, 610,  5.881794,  0.040762,  0.000941, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
911, Gentlemen my wife The three customers pulled off their hats to Madame Defarge with three flourishes, simple man my wife the three customers pulled off their hats to madame before with three flourishes, -0.00,  0.14, 30, 327.390252,  1.375227,  0.020103, 29.53,  0.999444, -0.02, -0.02, 0, 0, 
912, She acknowledged their homage by bending her head and giving them a quick look, she had knowledge their lamas by bending her head and giving them a twig look,  0.00,  0.14, 610, 11.925123,  0.058840,  0.001009, 55.68,  0.999999,  0.00,  0.00, 0, 0, 
913, Then she glanced in a casual manner round the wine shop, then she glanced in a casual man who round the wine shop,  0.00,  0.14, 170, 36.524184,  0.197724,  0.003745, 44.60,  0.999983,  0.03,  0.03, 0, 0, 
914, took up her knitting with great apparent calmness and repose of spirit and became absorbed in it, to the permitting with great apparent calmness and repose of spirit and became absorbed in it,  0.00,  0.14, 610, 15.211750,  0.065614,  0.001045, 55.70,  0.999999, -0.09, -0.09, 0, 0, 
915, Gentlemen said her husband who had kept his bright eye observantly upon her, simplement said her husband who had kept his bride eye observantly ecconher,  0.00,  0.14, 610, 12.193517,  0.058780,  0.000966, 55.73,  0.999999, -0.05, -0.05, 0, 0, 
916, good day The chamber furnished bachelor fashion, good day tetamberfernished bachelor fashion,  0.00,  0.13, 610,  7.575420,  0.045542,  0.000938, 55.70,  0.999999,  0.01,  0.01, 0, 0, 
917, that you wished to see and were inquiring for when I stepped out is on the fifth floor, that you wished to see and werrinplyeringforwhen i stepped out is on the fifth floor,  0.00,  0.14, 610, 13.857846,  0.063195,  0.001229, 55.67,  0.999999, -0.02, -0.02, 0, 0, 
918, The doorway of the staircase gives on the little courtyard close to the left here, that door way of the staircase gives on the little court lark close to the left here,  0.00,  0.14, 610, 12.148351,  0.059634,  0.000967, 55.67,  0.999999,  0.02,  0.02, 0, 0, 
919, pointing with his hand near to the window of my establishment, pointing with his hand near to the window of mist habiliment, -0.00,  0.14, 70, 87.402079,  0.471578,  0.010684, 36.91,  0.999898,  0.06,  0.06, 0, 0, 
920, But now that I remember one of you has already been there and can show the way, but now that i remember when the few has already been tarin can show the way,  0.00,  0.15, 610, 13.022586,  0.063776,  0.001030, 55.67,  0.999999,  0.02,  0.02, 0, 0, 
921, Gentlemen adieu They paid for their wine and left the place, gentlemen of to the cave for their wine and left the place, -0.00,  0.15, 610,  9.588089,  0.053609,  0.001113, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
922, The eyes of Monsieur Defarge were studying his wife at her knitting when the elderly gentleman advanced from his corner, the eyes of miss er defarge were studying his wife at her knitting when the elderly gentleman advanced from his corner, -0.00,  0.15, 610, 19.187804,  0.076784,  0.001040, 55.70,  0.999999, -0.09, -0.09, 0, 0, 
923, and begged the favour of a word Willingly, and beg the favor of the word willingly, -0.00,  0.15, 610,  7.243102,  0.047509,  0.001057, 55.72,  0.999999, -0.04, -0.04, 0, 0, 
924, and quietly stepped with him to the door, and lily step with into the door,  0.00,  0.13, 610,  6.506170,  0.042386,  0.000907, 55.71,  0.999999, -0.00, -0.00, 0, 0, 
925, Their conference was very short but very decided, there confers was very short but very decided,  0.00,  0.13, 410, 12.887678,  0.072788,  0.001417, 52.25,  0.999997, -0.06, -0.06, 0, 0, 
926, Almost at the first word Monsieur Defarge started and became deeply attentive, almost at the first word missyeardefarestartedandbecamedeeclyattentivg, -0.00,  0.14, 610, 13.793722,  0.064008,  0.001171, 55.68,  0.999999, -0.03, -0.03, 0, 0, 
927, It had not lasted a minute when he nodded and went out, he has not left it a minute andy not i then went on,  0.00,  0.14, 10, 575.837724,  3.150262,  0.060760, 19.96,  0.994998, -0.01, -0.01, 0, 0, 
928, The gentleman then beckoned to the young lady and they too went out, the gentleman then beckoned to the young lady and the two went out, -0.00,  0.15, 610, 10.542320,  0.057043,  0.001089, 55.71,  0.999999, -0.03, -0.03, 0, 0, 
929, Madame Defarge knitted with nimble fingers and steady eyebrows, madame defarge ate with nimble fingers and steady eye grows,  0.00,  0.14, 610, 10.700989,  0.055686,  0.001017, 55.76,  0.999999,  0.03,  0.03, 0, 0, 
930, and saw nothing Mr Jarvis Lorry and Miss Manette emerging from the wine shop, and so nothing mister jarvis lorry and miss mitenetimergingfrom the wine shop, -0.00,  0.15, 610, 15.323902,  0.069619,  0.001104, 55.73,  0.999999, -0.04, -0.04, 0, 0, 
931, thus joined Monsieur Defarge in the doorway to which he had directed his own company just before, thus doing mister defarge in the door later with he had the rated his own company just before,  0.00,  0.15, 610, 15.487274,  0.068027,  0.001100, 55.71,  0.999999,  0.03,  0.03, 0, 0, 
932, It opened from a stinking little black courtyard, to and from a thinking little black cort lar,  0.00,  0.15, 610,  8.547730,  0.050352,  0.000972, 55.73,  0.999999,  0.05,  0.05, 0, 0, 
933, and was the general public entrance to a great pile of houses inhabited by a great number of people, and was the general ali entrance to a great pile of houses inhabited by a great number of people, -0.00,  0.14, 530, 20.793015,  0.084526,  0.001262, 54.48,  0.999998,  0.01,  0.01, 0, 0, 
934, In the gloomy tile paved entry to the gloomy tile paved staircase, in the gloomy tile hat entree to the gloomy tile paved staircase, -0.00,  0.14, 90, 81.564858,  0.403331,  0.006975, 39.06,  0.999938, -0.10, -0.09, 0, 0, 
935, Monsieur Defarge bent down on one knee to the child of his old master and put her hand to his lips, miss er defarge bent down on when he is to the child of his old master and put her hands to his lips,  0.00,  0.14, 610, 15.998647,  0.067739,  0.001031, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
936, It was a gentle action but not at all gently done a very remarkable transformation had come over him in a few seconds, it was a gentle action but not at all gently done the very remarkable transformation had come over him in a few seconds,  0.00,  0.15, 450, 28.041115,  0.106486,  0.001411, 53.06,  0.999998,  0.05,  0.05, 0, 0, 
937, He had no good humour in his face nor any openness of aspect left but had become a secret angry dangerous man, he had no good humor in his face more any open as of vast pet left but had become a secret and great dangerous man,  0.00,  0.14, 610, 20.878796,  0.078068,  0.001132, 55.67,  0.999999, -0.01, -0.01, 0, 0, 
938, It is very high it is a little difficult, it is very high this a little difficult,  0.00,  0.14, 610,  6.726655,  0.044494,  0.001144, 55.68,  0.999999,  0.36,  0.36, 0, 0, 
939, Better to begin slowly Thus Monsieur Defarge in a stern voice, better to begin slowly thus miss er defarge in a stern voice,  0.00,  0.14, 610, 10.500842,  0.055492,  0.001043, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
940, to Mr Lorry as they began ascending the stairs, to mister lorry as they began the sending the stairs, -0.00,  0.15, 610,  8.843719,  0.051404,  0.001061, 55.75,  0.999999, -0.02, -0.02, 0, 0, 
941, Is he alone the latter whispered, is he a and the latter whispered, -0.00,  0.15, 70, 52.258785,  0.378577,  0.009553, 36.81,  0.999896,  0.01,  0.01, 0, 0, 
942, Alone God help him who should be with him said the other in the same low voice, a lumber held him he so be with him said the other in the same low voice, -0.00,  0.15, 610, 12.034176,  0.060928,  0.001087, 55.69,  0.999999, -0.03, -0.03, 0, 0, 
943, Is he always alone then Yes, is he always a lumen yes,  0.00,  0.16, 610,  6.164333,  0.045183,  0.001162, 55.64,  0.999999,  0.08,  0.08, 0, 0, 
944, Of his own desire Of his own necessity, of his desire of his own necessity,  0.00,  0.14, 30, 140.044390,  0.905110,  0.019432, 29.54,  0.999445,  0.05,  0.05, 0, 0, 
945, As he was when I first saw him after they found me and demanded to know if I would take him, if he won't then i first thought of as he found me and the man is in the if i were safe on, -0.00,  0.14, 10, 913.691826,  3.989781,  0.066954, 20.05,  0.995093,  0.02,  0.02, 0, 0, 
946, and at my peril be discreet as he was then so he is now, and at my peril be the free e he was in so dear now,  0.00,  0.14, 10, 624.153414,  3.354024,  0.065027, 19.98,  0.995023, -0.00, -0.00, 0, 0, 
947, He is greatly changed, he is lately changed, -0.00,  0.13, 30, 89.067867,  0.707640,  0.019882, 29.55,  0.999446, -0.06, -0.06, 0, 0, 
948, Changed The keeper of the wine shop stopped to strike the wall with his hand, than the taper the wine shop thought to strike the wall with his hand,  0.00,  0.13, 610, 11.634018,  0.056256,  0.000968, 55.67,  0.999999,  0.01,  0.01, 0, 0, 
949, and mutter a tremendous curse, and muttered tremendous curse,  0.00,  0.13, 610,  5.111495,  0.037489,  0.001041, 55.68,  0.999999, -0.03, -0.03, 0, 0, 
950, No direct answer could have been half so forcible, now the red lancer could have been half so force able,  0.00,  0.14, 610,  8.383420,  0.048753,  0.001014, 55.68,  0.999999,  0.05,  0.05, 0, 0, 
951, Mr Lorry's spirits grew heavier and heavier, mister lorry steirtsglue heavier than heavier,  0.00,  0.15, 90, 65.483017,  0.371393,  0.007373, 39.09,  0.999938,  0.01,  0.01, 0, 0, 
952, as he and his two companions ascended higher and higher, as he and his two companions ascended higher and fire,  0.00,  0.14, 610,  9.534949,  0.051950,  0.000962, 55.70,  0.999999, -0.06, -0.06, 0, 0, 
953, Such a staircase with its accessories in the older and more crowded parts of Paris, sutistarcase with its excess resin the older and more prone parts of parris,  0.00,  0.13, 610, 13.623132,  0.061224,  0.000953, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
954, would be bad enough now but at that time it was vile indeed to unaccustomed and unhardened senses, would be bad enough now but at that time it was by lined to unaccustomed and under than senses, -0.00,  0.14, 610, 16.780934,  0.069822,  0.001079, 55.77,  0.999999, -0.02, -0.02, 0, 0, 
955, Every little habitation within the great foul nest of one high building that is to say, every little habitation wit in the brave fell most the fun i do in that is to say, -0.00,  0.15, 10, 861.862184,  3.963044,  0.064144, 20.04,  0.995090,  0.00,  0.00, 0, 0, 
956, the room or rooms within every door that opened on the general staircase left its own heap of refuse on its own landing, the room more rooms within every door that opened on the general staircase left its own heap of refuse on its own landing,  0.00,  0.15, 430, 29.440879,  0.114106,  0.001560, 52.67,  0.999997,  0.04,  0.04, 0, 0, 
957, besides flinging other refuse from its own windows, besides flinging other refuse from its owondo, -0.00,  0.15, 30, 193.802234,  1.095828,  0.021154, 29.52,  0.999442,  0.04,  0.04, 0, 0, 
958, The uncontrollable and hopeless mass of decomposition so engendered would have polluted the air, the unconcealable in hopeless mass of decomposition so engendered with have guided the air, -0.00,  0.15, 610, 15.885034,  0.069028,  0.001095, 55.70,  0.999999, -0.05, -0.05, 0, 0, 
959, even if poverty and deprivation had not loaded it with their intangible impurities, even if poverty and deprivation had not loaded it with their intensible impurities, -0.00,  0.14, 150, 56.162784,  0.258877,  0.004414, 43.51,  0.999978, -0.07, -0.07, 0, 0, 
960, the two bad sources combined made it almost insupportable, that the bad sources combined made it almost insupportable, -0.00,  0.15, 610, 11.023869,  0.057796,  0.001097, 55.71,  0.999999,  0.19,  0.19, 0, 0, 
961, Through such an atmosphere by a steep dark shaft of dirt and poison the way lay, who sets an atmosphere by a steep dark shaft of third and poison the way la,  0.00,  0.13, 610, 12.663995,  0.059050,  0.000959, 55.73,  0.999999,  0.04,  0.04, 0, 0, 
962, Yielding to his own disturbance of mind and to his young companion's agitation, yielding to his own disturbance of mind and to his young companions aftertation,  0.00,  0.14, 170, 47.828526,  0.225014,  0.004120, 44.57,  0.999983, -0.01, -0.01, 0, 0, 
963, which became greater every instant Mr Jarvis Lorry twice stopped to rest, which became greater for instant mister jarvis lorry twice thought throues,  0.00,  0.15, 610, 14.110119,  0.065267,  0.001112, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
964, Each of these stoppages was made at a doleful grating by which any languishing good airs that were left uncorrupted, eat of these thought it is was made at the doleful grating by which any land was in good airs that were left unthrouhougtit,  0.00,  0.14, 610, 18.729705,  0.074311,  0.000933, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
965, seemed to escape and all spoilt and sickly vapours seemed to crawl in, seemed to escape and all coiled and singly vapor seemed to call in, -0.00,  0.14, 610, 12.265870,  0.059991,  0.001105, 55.70,  0.999999,  0.07,  0.07, 0, 0, 
